,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR
198106,0.2,1.92,1.77,1.79,-1.75,0.07,0.2,1.21,-0.85,-3.57,0.56,1.37,1.47,0.48,-4.19,-2.15,-0.18,0.44,-1.14,-4.03,-1.86,-1.72,1.6,1.99,-3.21
198107,-2.64,-3.35,-2.28,-1.25,-3.67,-2.56,-1.09,-1.98,-1.81,-2.5,-2.14,-2.59,-0.87,-3.16,-1.49,-4.01,-2.97,-1.32,-2.22,3.55,-3.64,-2.1,3.48,4.9,2.72
198108,-9.4,-5.24,-5.32,-7.2,-9,-10.62,-4.06,-4.59,-7.59,-8.72,-6.84,-3.34,-5.36,-6.19,-8,-4.16,-4.2,-4.34,-5.47,-6.55,-5.67,-3.55,-5.01,-6.62,-6.59
198109,-8.77,-6.36,-6.08,-7.47,-8.88,-6.38,-4.69,-5.42,-5.65,-9.92,-3.67,-3.43,-5.24,-6.6,-8.47,-3.79,-4.23,-3.98,-6.79,-9.26,-2.81,-0.21,-6.5,-9.01,-11.15
198110,8.01,5.85,6.92,8.41,9.05,8.07,5.74,7.37,8.03,9.24,4.8,5.28,6.97,5.71,8.52,3.63,4.43,4.41,8.77,10.64,1.6,3.27,5.26,11.07,10.62
198111,2.17,3.2,3.61,3.11,2.02,3.52,5.13,4.2,6,2.49,4.32,4.27,3.32,3.68,2.33,4.86,6.14,5.63,5.24,3.88,3.89,5.29,4.95,6.35,2.68
198112,-3.39,-1.2,-0.11,-1.16,-1.23,-1.92,-1.41,-0.4,-1.32,-1.65,-3.36,-1.43,-0.87,-1.82,-2.27,-1.76,-2.32,-1.19,-1.98,-3.91,-1.6,-1.14,-3.21,-4.43,-5.38
198201,1,-1.15,-0.81,-0.45,-2.41,-0.23,-1.51,-4.11,-4.37,-4.18,2.76,-2.79,-2.57,-3.62,-7.79,-0.43,-2.95,-5.08,-6.16,-6.93,0.98,2.04,-0.16,-4.64,-6.56
198202,-3.07,-2.44,-1.97,-3.54,-6.19,-1.75,-1.52,-3.44,-3.95,-7.91,-0.26,-0.54,-3.11,-3.5,-5.7,-1,-2.28,-1.73,-4.53,-8.98,-1.82,-2.88,-4.07,-6.28,-12.91
198203,-0.2,0.49,0.32,-1.84,-1.1,2.07,0,-1.04,0.21,-2.68,3.03,2.13,-0.3,-0.06,-1.64,1.01,1.35,-1.66,-0.43,-4.22,1.52,0.9,-0.65,-3.03,-4.16
198204,3.71,4.34,3.68,5.3,5.15,7.01,4.75,6.88,5.68,6.07,3.88,4.15,5.43,4.33,5.41,5.12,5.07,4.33,5.04,5.03,3.24,3.35,3.85,4.52,6.82
198205,-1.19,-1.79,-0.95,-1.03,-2.92,-3.76,-2.1,-1.59,-1.76,-5,-1.67,-3.4,-3.75,0.54,-4.19,-1.85,-3.93,-4.42,-4.87,-5.02,-1.94,-2.93,-2.99,-0.06,-7.25
198206,-1.59,-1.2,-2.5,-2.77,-3.68,0.35,-2.3,-1.3,-2.32,-3.38,-1.06,-0.87,-1.73,-3.06,-4.36,-1.18,-1.25,-2.05,-1.96,-5.31,-1.1,-0.83,-2.53,-1.62,-3.09
198207,-1.02,-0.54,-1.19,0.13,-1.26,-0.03,-0.99,-0.69,0.78,-1.42,-2.12,-0.09,-1.82,-1.75,-2.19,-0.32,-3.68,-3.41,-3.72,-2.34,1.64,-0.3,-3.74,-8.28,-2.21
198208,7.15,6.45,5.18,6.63,7.67,7.37,8.1,7.21,7.98,9.98,9.51,13.42,9.91,11.72,9.42,11.93,12.84,14.62,10.16,12.85,12.16,12.77,11.46,15.45,11.06
198209,4.16,3.44,5.17,3.83,2.81,6.48,4.92,5.64,4.8,1.77,2.18,3.89,5.13,3.76,3.49,0.82,1.76,2.87,7.31,1.33,0.52,0.02,1.72,2.57,2.16
198210,13.42,10.24,12.02,12.3,14.52,12.62,12.79,12.78,12.02,14.84,13.46,11.02,13.71,13.98,15.34,13.09,11.09,13.56,12.93,16.09,11.93,10.94,8.42,10.04,15.03
198211,11.19,9.85,8.89,9.6,9.38,9.56,6.13,8.72,8.29,8.18,5.91,6.24,6.83,7.05,8.29,7.97,4.28,5.65,6.59,8,7.52,4.27,1.08,3.15,4.72
198212,2.48,0.64,1.89,1.62,2.25,1.65,0.98,1.61,1.61,1.85,2.53,2.7,0.29,-0.17,0.67,2.92,1.83,1.39,0.67,2.91,3.83,0.11,0.31,1.87,0.09
198301,10.87,8.34,7.64,9.62,9.03,7.81,6.18,5.43,4.24,7.8,5.83,2.7,4.57,3.59,4.17,-0.28,1.62,4.38,2.75,4.5,2.05,7.46,1.87,1.83,5.07
198302,7.29,5.2,5.94,5.28,5.26,5.19,5.41,6.29,4.69,5.03,4.61,4.96,2.69,4.75,5.53,5.83,4.14,5,1.76,4.34,1.85,1.28,2.65,2.11,4.91
198303,5.89,5.56,5.66,5.95,4.13,7.6,7.31,5.44,4.51,2.89,6.02,3.82,5.62,4.3,3.07,4.48,5.94,3.4,6.21,1.98,2.84,2.43,2.15,4.77,3.02
198304,9.02,8.42,8.8,7.62,5.79,10.91,7.41,7.91,7.55,7.36,6.7,4.13,5.29,7.67,6.21,9.34,5.15,6.13,5.64,7.06,12.48,8.18,6.98,6.78,5.37
198305,11.62,7.28,8.26,7.48,9.82,6.14,4.14,4.17,6.75,7.54,4.44,3.72,5.48,4.21,4.31,2.45,3.73,2.17,3.25,6.72,-3.16,-1.28,-1.78,-2.01,2.05
198306,4.27,3.79,1.92,3.05,4.84,7.1,4.82,1.99,2.24,5.59,3.01,4.39,2.91,3.65,3.16,0.58,1.85,1.85,3.45,7.18,5.3,2.44,2.4,5.17,4.71
198307,-1.25,-1.17,-1.72,-0.1,-1.83,-2.34,-0.4,-1.38,-0.79,-4.19,-2.08,-1.4,-1.19,0.64,-1.75,-4.32,-2.3,-0.4,-1.98,-4.88,-4.11,-1.59,-3.23,-2.98,-7.23
198308,-4.26,-1.87,-1.9,3.81,-3.77,-3.09,-1.32,-2.04,-1.46,-3.67,-1.56,-0.71,-0.99,-1.75,-3.25,-0.47,0.35,1.38,-0.09,-2.73,0.27,1.03,2.17,2.99,-0.99
198309,-0.47,1.61,1.54,2.35,1.38,2.2,4.75,5.22,3.68,0.49,4.18,6.15,4.03,3.58,3.03,3.6,2.05,1.66,4.36,2.82,2.26,3.19,1.38,0.44,0.14
198310,-6.49,-4.44,-1.9,-3.93,-5.29,-5.5,-3.71,-4.06,-3.4,-8.02,-3.21,-4.38,-2.38,-3.71,-4.43,-2.47,-3.01,-1.83,-1.24,-6.74,-2.89,-0.71,1.05,-1.04,-4.05
198311,4.03,3.52,4.03,6.27,4.25,5.13,5.34,4.27,5.13,6.19,5.23,3.58,4.69,4.31,5.62,6.56,4.37,4.92,4.05,4.48,2.03,-0.61,1.98,2.37,4.96
198312,-1.17,-0.46,1.19,-1.2,-2.42,-0.92,0.61,0.1,-0.28,-0.7,-0.26,-1.23,-0.97,-0.68,-3.32,-2.02,-2.2,-0.73,-0.2,-2.83,0.44,-0.32,-1.12,-0.86,-0.53
198401,2.82,1.65,0.4,-0.13,-0.65,1.64,2.12,0.13,-1.72,-4.72,-1.44,0.19,-0.32,-2.03,-6.98,-2.47,-1.37,-2.15,-2.83,-6.5,-1.4,0.85,2.11,-1.06,-7.31
198402,-6.1,-4.42,-3.72,-5.26,-6.74,-5.41,-5.75,-3.59,-4.88,-5.31,-4.55,-4.42,-3.79,-4.59,-5.53,-5.67,-5.61,-4.93,-4.17,-6.28,-4.08,-2.34,-2.37,-3.98,-6.64
198403,0.83,2.83,1.02,1.92,0.2,1.42,1.71,1.87,2.1,-0.69,2.3,0.92,3.43,0.33,0.73,2.29,3.01,1.99,2.05,0.05,3.02,2,-0.47,1.62,2.17
198404,-2.27,-1.09,-0.13,-0.74,-1.42,-1.58,-0.62,0.74,0.23,0.83,-0.65,-1.17,0.66,-0.17,0.12,-2.15,-1.66,-1.66,-0.76,-0.61,-0.36,1.62,1.29,1.16,1.39
198405,-5.19,-2.81,-2.83,-5.89,-4.84,-7.28,-4.84,-2.99,-4.66,-5.69,-7.12,-4.13,-3.14,-4.99,-4.53,-9.96,-5.56,-4.79,-3.57,-4.76,-7.33,-3.8,-4.68,-6.01,-5.69
198406,1.22,2.45,2.4,2.05,2.45,3.29,2.26,2.61,3.13,4.72,-1.83,0.95,2.48,4.41,5.77,1.86,1.28,2.48,3.94,7.58,-0.01,1.21,1.39,4.18,6.4
198407,-5.42,-2.48,-3.28,-2.65,-3.71,-7.73,-2.77,-1.45,-1.04,-4.48,-6.52,-0.67,-3.31,-2.58,-1.58,-7.6,-1.44,-2.8,-3.25,-4.36,-5.28,-1.33,-0.3,-0.97,-1.45
198408,8.58,8.45,8.58,9.32,12.42,11.74,11.37,11.39,9.34,14.35,12.13,12.33,10.78,13.15,13.39,13.21,11.93,11.97,12.62,13.16,13.92,10.57,10.69,10.23,12.7
198409,1.01,1.23,1.45,0.33,0.22,1.25,1.62,1.48,-0.24,-0.28,-1.69,2.09,3.3,0.77,-1.16,0.97,2.94,1.77,0.73,-0.69,-2.37,0.69,1.27,-1.48,-3.47
198410,-2.56,-1.06,-0.25,-1.24,-1.6,-2.75,-0.35,0.65,-0.75,-1.57,-6.99,0.03,1.68,-0.44,0.54,-2.09,0.2,0.7,1.9,1.53,-1.33,-0.66,2.3,1.5,-1.17
198411,-4.98,-0.89,-1.74,-0.9,-3.86,-2.48,-0.85,0.64,0.19,-2.09,-0.92,0.82,0.82,1.73,-2.31,0.37,0.67,0.83,-0.6,-3.2,-0.34,-0.58,0.65,-1.96,-3.57
198412,-1.41,0.45,1.07,2.1,3.1,-0.79,1.21,2.38,4.25,3.77,-0.46,1.49,3.22,3.21,3.78,0.57,2.4,2.22,2.25,3.65,1.47,2.36,2.09,3.63,1.97
198501,12.36,11.28,9.59,10.55,13.69,9.44,13.68,9.92,10.21,11.66,14.13,8.95,7.95,9.51,11.51,8.67,9.97,8.14,9.02,11.18,8.08,5.99,5.2,8.75,13.08
198502,4.33,3.02,2.67,2.12,4.66,3.49,3.34,1.04,1.71,3.34,0.03,1.39,1.32,2.58,2.03,0.09,1.13,0.49,0.66,2.45,0.87,2.72,1.04,2.15,1.82
198503,-2.6,-0.2,-1.9,-0.09,-1.54,-1.41,-3.25,-1.42,-0.87,-1.73,-0.7,-0.85,-0.08,0.8,-1.2,0.02,-0.3,-0.45,0.11,-0.85,-2.22,1.32,-0.22,0.26,1.05
198504,-3.18,-2.53,0.3,1.88,-1.73,-2.15,-1.43,-0.39,0.64,-1.1,-1.25,-0.27,0.99,1.58,0.12,-2.59,-2.12,1.1,1.17,-0.43,3.6,-0.73,-0.94,-0.53,-1.88
198505,-0.67,2.09,3.34,3.5,4.21,1.36,4.41,3.19,5.38,5.03,2.4,5.31,3.71,4.07,6.52,4.37,3.49,6.42,5.56,7.48,4.7,5.94,5.25,6.7,10.38
198506,-2.03,0.81,0.12,5.28,2.1,0.81,-0.51,1.4,3.63,1.99,-1.17,1.58,3.38,2.52,4.59,-0.24,2.08,2.12,2.93,2.85,0.69,1.82,1.83,1.31,2
198507,3.24,3.6,1.55,2.03,2.66,2.07,1.95,3.48,1.95,3.75,6.83,2.32,-0.41,0.61,0.89,3.3,1.02,-1.25,-0.37,-1.58,2.03,0.1,-2.55,0.75,-4.16
198508,-1.27,-0.31,-0.01,0.51,-1.18,-0.66,-0.73,0.98,1.66,0.19,0.17,-0.72,0.25,-0.18,-1.39,-0.18,0.18,0.69,-0.31,-1.41,-1.39,0.46,-0.8,-0.96,-0.12
198509,-6.5,-3.69,-3.05,-4.71,-4.8,-7.55,-6.25,-4.66,-4.02,-4.43,-5.88,-3.22,-4.04,-3.67,-4.88,-7.08,-4.83,-4.29,-5.37,-4.7,-4.42,-1.63,-3.19,-3.18,-4.47
198510,1.52,2.59,3.23,2.35,3.92,2.24,2.48,4.27,4.78,5.33,-1.24,4.01,4.77,4.22,6.12,0.58,5.24,4.51,5.92,7.02,3.24,5.64,4.69,3.76,7.28
198511,3.93,5.28,5.07,6.15,6.03,6.39,7.7,7.41,7.78,8.34,5.49,5.63,7.1,5.46,7.44,8.14,5.32,5.32,8.17,8.02,7.47,4.69,6.1,8.43,8.42
198512,1.42,4.91,5.41,5.97,5.34,-0.5,6.83,4.06,3.62,4.15,2.09,4.26,4.93,4.18,3.64,1.63,2.88,6.54,4.36,4.11,-1.89,3.28,4.7,6.58,4.47
198601,2.11,1.55,1.53,1.78,2.52,-2.8,-0.27,0.54,2.27,1.39,0.98,2.73,1.92,2.32,3.58,1.45,0.21,3.13,3.66,1.86,-4.96,0.64,0.59,0.91,2.87
198602,4.25,7.04,7.48,7.83,8.25,1.62,7.38,8.99,5.63,10.15,4.89,6.41,7.73,9.36,8.71,2.54,4.95,8.5,8.19,9.7,5.25,7.14,7.31,8.46,10.35
198603,3.2,5.88,5.63,4.26,5.15,4.08,4.43,6.99,6.73,5.66,3.75,6.43,4.02,5.37,5.91,2.76,5.23,5.39,6.65,6.2,2.62,4.13,5.97,5.34,8.76
198604,-0.68,1,1.24,3.19,1.73,-0.94,-0.62,0.11,0.96,1.14,-2.93,-0.99,0.44,1.73,1.94,-1.97,-1.66,-1.65,-2.04,0.9,-2.13,0.03,-2.18,-1.15,-2.66
198605,5.3,2.86,1.7,2.14,4.19,2.84,3.63,3.72,3.94,6.25,3.05,5.55,4.88,5.05,5.87,3.35,2.95,4.68,4.35,6.78,4.84,6.19,5.21,4.64,7.1
198606,-2.33,-1.38,1.75,2.14,3.5,-3.26,-1.5,-1,1.52,3.73,-5.36,0.99,-2.03,3.16,3.54,-4.85,-2.54,0.6,2.77,3.41,-5.78,-1.45,1.16,2.5,4.26
198607,-11.36,-7.06,-5.41,-5.67,-5.36,-11.51,-8.33,-10.19,-4.38,-6.12,-14.22,-9.47,-7.77,-3.82,-6.38,-10.18,-7.59,-7.57,-4.38,-5.36,-13.32,-5.61,-5.5,-5.37,-4.3
198608,3.57,1.08,2.1,2.18,1.63,6.47,4.74,5.75,3.15,1.23,11.28,8.34,6.28,4.79,2.55,13.95,8.95,8.75,6.51,4.06,9.39,11.03,6.82,6.82,4.58
198609,-4.42,-4.53,-5.42,-5.02,-6.58,-5.45,-2.04,-3.92,-5.03,-7.21,-4.27,-5.31,-5.5,-6.07,-7.71,-2.51,-5.16,-3.98,-8.41,-11.07,-10.47,-4.67,-9.37,-8.78,-10.73
198610,1.34,2.01,2.93,2.4,2.99,3.38,1.45,2.38,5.7,3.93,0.88,5.24,3.01,2.6,2.98,6.33,5.79,5.03,5.42,7.01,7.25,5.39,8,3.01,7.36
198611,0.03,1.35,-0.42,0,0.56,-2.21,-0.24,0.91,0.77,0.14,-1.35,1.87,-0.36,-0.26,-0.62,0.34,2.68,0.64,1.08,0.94,2.22,2.76,1.98,2.5,2.01
198612,-2.53,-3.6,-0.81,-3.08,-2.68,-2.54,-3.15,-1.89,-1.6,-2.18,-1.47,-2.15,-2.66,-1.56,-1.99,-3.27,-3.45,-2.87,-3.46,-4.12,-1.28,-0.6,-2.91,-2.91,-4.55
198701,12.22,8.32,9.88,10.14,10.92,13.95,10.47,11.03,10.32,9.77,14.77,12.07,10.68,10.63,10.17,19.52,12.17,14.36,10.81,11.14,15.7,12.88,13.77,12.86,14.01
198702,8.01,7.01,6.05,6.24,8.31,6.01,7.86,8.31,5.09,5.78,6.33,6.86,6.77,4,6.21,7.03,5.36,4.04,2.55,8.56,6.14,1.92,3.09,5.09,7.04
198703,5.16,2.59,3.05,1.09,0.21,6.9,2.56,2.36,2.75,0.6,4.23,0.78,0.45,-0.98,1.85,4.04,0.93,0.16,0.58,0.57,4.49,7.16,2.28,0.12,1.19
198704,-1.61,-2.51,-3.21,-1.07,-4.12,1.02,-2.29,-3.32,-4.56,-4.33,1.91,-1.59,-2.87,-4.33,-4.39,-0.32,-0.61,-1.11,-4.1,-4.71,-2.26,0.55,0.28,-2.97,-2.82
198705,2.96,0.48,-1.11,0.4,-2.45,-0.81,1.71,2.02,-0.31,-1.64,3.68,-0.77,-0.45,-1.13,0.18,1.09,1.47,-0.21,-0.26,1.51,3.15,2.29,0.33,0.2,0.3
198706,2.39,2.2,0.96,1.38,1.15,1.69,2.62,4.19,4.15,5.25,3.43,4.48,3.18,4.44,5.19,3.01,1.37,5.26,4.28,4.49,3.67,5.08,4.54,4.92,6.07
198707,6.98,2.67,3.29,2.6,2.84,4.8,3.99,3.46,3.62,2.54,9.19,6.23,5.19,2.56,2.95,10.22,6.45,5.36,4.77,3.01,9.04,3.65,3.71,5.53,5.21
198708,-0.87,1.5,4.14,3.1,2.64,2.11,3.73,5.77,3.4,2.5,-0.5,3.53,0.9,4.31,5.16,-0.13,2.85,2.95,4.23,5.42,2.66,2.29,4.78,5.03,3.97
198709,-1.6,-0.58,-1.41,-0.77,-1.32,-2.19,-1.55,0.37,-2.82,-2.6,-2.46,0,-1.79,-3.69,-3.17,0,0.5,-2.72,-0.49,-4.76,2.87,-1.44,-3.09,-2.13,-5.31
198710,-32.98,-27.25,-29.16,-23.47,-27.13,-32.04,-30.1,-26.99,-23.8,-26.75,-34.26,-27.81,-25.64,-21.5,-24.36,-29.27,-25.93,-24.86,-19.25,-24.79,-25.6,-24.77,-20.46,-18.44,-23.05
198711,-6.53,-4.11,-2.2,-2.6,-4.98,-5.98,-2.12,-2.17,-2.49,-4.08,-4.89,-5.01,-1.91,-3.02,-4.41,-4.44,-5.02,-4.41,-4.16,-6.55,-10.39,-7.5,-8.92,-8.37,-9
198712,0.82,5.46,5.64,4.8,4.22,5.2,7.04,7.92,7.36,5.28,7.98,8.33,10.01,6.9,5.06,9.15,10.26,8.86,6.73,10.27,10.11,8.47,6.98,6.57,6.12
198801,8.66,6.76,6.55,3.7,7.23,4.88,4.14,2.71,5.43,5.25,5.81,3.93,5.84,6.47,4.44,-1.01,3.89,5.21,6.48,5.77,3.71,-1.08,5.87,4.77,5.31
198802,7.69,7.11,5.78,6.97,7.05,7.54,9.75,8.14,11.19,11.54,7.79,8.74,8.44,7.5,7.39,10.35,8.19,7.42,6.86,7.09,6.29,7.55,3.2,2.22,5.08
198803,4.27,4.59,6.37,3.99,4.65,5.55,3.7,4.81,2.13,2.49,2.1,2.73,1.18,0.4,2.3,2.14,1.37,2.58,-0.8,-0.41,2.52,-4.38,-2.98,-4.67,-3.25
198804,1.68,1.93,1.16,1.37,2.48,2.27,3.52,2.34,2.7,2.28,1.25,0.8,1.82,0.35,-0.2,0.93,0.86,1.09,0.08,0.12,4.34,3.1,0.66,0.17,1.07
198805,-2.74,-0.52,-1.49,-0.24,-3.21,-3.52,-1.65,-0.92,-0.93,-2.22,0.21,0.61,-1.69,-0.23,-0.08,0.07,0.04,0.38,0.86,-1.24,1.02,-0.37,1.78,0.97,-0.16
198806,5.19,5.09,5.76,4.71,4.58,8.49,6.57,8.53,5.61,7.56,7.52,7.72,7.1,5.28,7.17,10.54,6.14,6.06,5.35,8.06,5.97,6.07,5.35,3,4.53
198807,-0.25,-0.5,0.1,0.58,-0.67,-0.05,-0.81,0.02,-0.18,-0.46,-3.13,-2.06,-2.31,-1.38,-0.77,-4.58,-1.34,-1.85,-1.8,-0.57,2.57,-4.36,-0.49,0,0.34
198808,-3.47,-1.24,-1.97,-1.18,-1.25,-2.66,-2.45,-2.22,-2.13,-1.99,-1.3,-2,-3.1,-1.08,-1.86,-9.15,-1.8,-1.39,-1.75,-2.23,-0.92,-8.47,-2.25,-2.59,-2.13
198809,0.59,2.97,2.09,4.26,1.63,2.56,2.94,2.19,3.74,4.35,0.48,1.02,2.57,2.62,4.15,0.74,2.08,3.71,4.51,4.02,6.1,3.14,3.35,5.2,4.67
198810,-2.98,-0.99,-0.6,-0.1,-0.93,-1.31,0.32,-0.78,0.13,-0.97,0.26,-0.37,0.92,0.98,0.03,1.18,1.81,0.55,0.65,-0.04,10.88,5.62,2.16,2.37,3.05
198811,-5.29,-4.16,-3.3,-2.73,-2.33,-3.18,-2.6,-3.58,-2.7,-2.59,-2.7,-2.15,-2.67,-2.05,-2.63,-2.93,-2.48,-1.83,-1.7,-2.97,-1.57,-2.16,-0.6,-1.75,-1
198812,4.08,2.46,3.56,1.66,2.3,7.62,3.26,4.39,2.14,1.88,5.4,2.17,2.3,2.54,3.6,5.77,1.67,2.41,1.99,1.23,-2.36,1.79,2.42,1.93,1.59
198901,5.2,5.82,5.36,3.18,2.62,5.72,5.34,4.05,3.83,2.56,7.63,6,4.93,4.13,4.93,8,8.52,4.34,5.65,5.28,14.62,7.52,6.71,7.57,6.62
198902,0.73,1.08,-0.02,1.17,0.75,0.45,1.25,0.91,1,1.31,-0.2,1.83,1.3,-0.24,0.12,0.76,-0.45,0.44,-1.62,-1.37,-3.32,-2.86,-2.47,-2.46,-2.82
198903,2.14,1.41,2.89,2.97,1.5,3.35,2.26,2.56,0.96,2.23,3.03,2.74,1.83,2.02,1.99,-1.64,0.68,1.78,1.7,1.15,6.05,-0.4,1.99,4.11,3.11
198904,1.76,2.82,2.38,0.79,1.77,3.95,4.55,4.5,4.13,4.81,4.37,3.56,4.08,4.66,5.17,1.83,5.68,5.18,5.42,6.45,2.14,5.24,5.1,5.33,5.09
198905,2.81,2.32,1.7,3.9,4.04,3.47,3.17,3.4,2.83,3.63,5.15,4.8,4.05,5.67,3.96,4.08,3.55,4.52,4.51,4.31,7.15,2.3,3.87,4.75,4.68
198906,-1.62,-1.26,-0.91,-0.54,-2.03,-1.68,-3.43,-1.05,0.39,0.19,-4.95,-0.76,-0.47,0.73,-1.05,-1.44,0.96,-0.36,-0.42,-0.95,-2.8,-1.37,-0.79,0.44,-0.38
198907,2.06,2,3.29,4.49,0.99,4.5,3.49,3.25,3.4,4.28,2.84,3.53,4.43,4.25,6.53,5.5,5.77,8.43,8.72,7.98,13.46,6.18,9.27,8.56,10.08
198908,0.86,1.92,2.13,2.11,1.87,3.14,1.61,2.7,4.91,3.72,1.73,3.08,4.02,2.76,2.5,1.42,2.66,2.28,2.81,4.44,0.17,3.37,1.32,1.82,0.86
198909,-0.2,-0.5,-1.91,-0.55,0.4,0.95,-0.67,0.85,1.05,0.69,-2.83,-2.46,-0.95,-0.3,0.94,-4.56,-2.4,-2.13,-1.43,-0.79,-0.58,-3.91,0.21,0.53,1.27
198910,-7.72,-6.04,-5.88,-2.58,-7.49,-6.48,-5.69,-5.93,-5.73,-4.69,-8.22,-6.97,-5.03,-3.34,-3.59,-3.23,-6.34,-4.08,-4.05,-4.37,-4.94,-5.45,-2.06,-1.33,-1.05
198911,-1.18,0.27,-0.01,-1.82,-0.1,2.23,-0.15,-0.29,1.29,0.87,-1.14,1.54,1.35,0.27,2.3,1.86,1.8,2.36,0.67,1.32,5.74,-0.47,2.49,2.97,1.54
198912,-1.55,-1.71,-0.7,-1.88,-0.86,1.9,0.67,0.21,1.18,-1.62,1.54,1.86,2.13,0.35,0.09,3.5,0.75,1.91,2.44,1.31,1.16,-0.5,2.13,3.87,1.7
199001,-5.84,-6.66,-6.85,-5.4,-8.21,-8.39,-9.4,-6.6,-7.14,-9.89,-8.9,-6.23,-10.36,-7.43,-12.21,-7.46,-7.56,-6.78,-7.37,-8.33,-12.31,-2.25,-5.75,-7.57,-8.55
199002,1.7,3.14,1.44,0.65,1.81,5.43,4.06,2.87,3.42,3.04,4.85,3.13,2.54,0.49,1.68,0.35,2.29,1.27,2.65,0.79,8.24,4.26,1.79,1.1,0.59
199003,2.57,2.59,4.59,1.6,2.88,2.88,3.68,3.92,2.52,3.79,2.65,2.2,1.28,2.16,3.82,4.6,1.3,1.92,2.89,3.52,-5.32,2.75,1.65,1.08,3.85
199004,-3.54,-2.81,-1.91,-0.57,-2.31,-3.61,-3.49,-3.44,-1.78,-3.46,-4.83,-4.29,-4.39,-3.53,-3.32,-8.99,-5.9,-3.93,-4.79,-3.04,-3.22,-2.09,-3.72,-2.43,-0.58
199005,4.19,4.9,3.33,3.16,3.1,10.68,4.14,4.78,4.78,5.18,12.85,7.81,4.92,8.45,9.03,8.95,9.24,8.99,9.29,10.16,11.39,10.28,7.63,9.1,10.45
199006,0.36,0.01,1.53,0.72,0.71,0.74,1.92,-0.15,2.06,0.44,1.74,-0.19,-2.05,-0.01,0.16,-2.7,-2.43,-1.86,-0.88,-0.25,-2.18,-1.45,-1.41,-0.85,1.01
199007,-4.45,-3.51,-3.87,-2.97,-4.55,-3.89,-4.52,-2.8,-2.5,-5.12,-3.09,-4.92,-1.96,-3.29,-2.17,-6.57,-2.68,-3.39,-1.73,-1.72,-1.12,-2.68,-1.34,2.53,-1.76
199008,-12.87,-10.97,-11.18,-12.44,-14.41,-13.33,-11.38,-10,-11.79,-14.83,-10.28,-9.96,-9.29,-10.34,-14.44,-7.39,-9.27,-10.61,-9.8,-12.17,-7.18,-8.2,-8.87,-8.74,-8.62
199009,-9.28,-8.5,-7.47,-8.45,-9.39,-9.63,-10.42,-5.71,-8.4,-10.32,-10.62,-7.99,-6.64,-7.15,-7.76,-5.03,-6.53,-5.51,-7.84,-10.05,4.27,-4.71,-5.06,-4.74,-4.15
199010,-8.09,-6.6,-5.79,-4.96,-3.62,-6.49,-7.5,-3.29,-6.35,-6.25,-7.08,-5.58,-1.84,-5.16,-4.43,-6,-5.39,-0.72,-3.19,-3.77,-1.22,-5.58,0.35,0.37,1.34
199011,2.31,4.48,3.88,4.52,4.89,7.08,5.4,6.05,8.14,8.6,8.82,9.19,7.65,8.65,10.94,11.86,8,9.78,9.1,12.89,8.85,10.63,6.12,5.9,5.64
199012,-2.05,-0.33,-0.46,0.51,1.16,1.87,3.48,5.08,4.73,4.68,2.42,3.86,5.06,5.86,7.49,3.2,3.77,3.61,4.87,6.26,-0.26,2.19,2.16,2.71,3.06
199101,12.31,11.32,6.3,8.38,7,13.39,7.68,6.26,6,6.3,14.91,6.67,4.57,4.09,10.09,14.15,8.86,5.77,3.53,6.79,11.75,13.16,6.12,2.75,3.43
199102,15.53,12.25,10.92,9.29,12.98,12.77,13.01,9.72,8.4,13.23,11.39,12.78,9.02,7.01,11.33,8.63,9.16,9.69,8.03,8.8,3.2,7.74,5.31,6.35,7.44
199103,10.63,6.52,5.52,4.43,5.29,8.63,6.17,7.11,5.13,5.35,8.4,4.21,2.17,3.74,3.03,9.11,4.15,3.11,3.1,3.45,14.1,-1.21,2.57,3.32,2.68
199104,1,3.97,1.02,0.58,-0.31,-1.64,1.74,1,1.78,-1.2,3.26,1.11,1.97,1.68,0.52,4.47,1.09,1.19,1.55,-0.32,5.22,-2.55,-0.07,0.2,0.37
199105,3.77,1.42,2.87,5.82,2.44,2.3,5.46,3.67,3.08,4.52,1.88,6.79,3.36,3.51,5.07,6.67,6.68,5.9,2.94,4.18,7.53,5.06,5.07,5.38,2.75
199106,-4.89,-2.46,-3.62,-3.22,-4.47,-7.34,-3.63,-2.41,-2,-4.38,-6.04,-3.23,-3.75,-3.05,-3.56,-3.3,-5.64,-3.16,-4.7,-4.01,-7.35,-7.2,-4.84,-3.78,-4.27
199107,2.5,4.69,1.33,2.69,4.43,2.26,3.88,2.8,1.53,2.89,9.67,4.85,3.68,2.98,4.9,5.2,4.88,3.79,3.62,4.95,10,4.92,4.67,3.18,5.71
